Node,Closeness
뤼이드_산타,0.5790408525754884
코드스테이츠_코드스테이츠,0.5790408525754884
블루시그넘_하루콩,0.5790408525754884
프리윌린_매쓰플랫,0.5790408525754884
튜링_수학대왕,0.5790408525754884
제로엑스플로우_원아워,0.5790408525754884
로쉬코리아_오뉴,0.5790408525754884
매스프레소_콴다,0.5790408525754884
데이터라이즈_데이터라이즈,0.5780141843971631
정육각_정육각,0.5769911504424778
마켓보로_식봄,0.5769911504424778
제주맥주_제주맥주,0.5769911504424778
프레시지_프레시지,0.5769911504424778
캐비지_어글리어스,0.5769911504424778
닷슬래시대시_닷슬래시대시,0.5769911504424778
파스토_파스토,0.5769911504424778
스푼라디오_스푼,0.5769911504424778
라포테이블_팔도감,0.5769911504424778
팬딩_팬딩,0.5769911504424778
오아시스_오아시스마켓,0.5769911504424778
윙잇_윙잇,0.5769911504424778
이그니스_에잇템,0.5769911504424778
모아이스_골프픽스,0.5769911504424778
운칠기삼_포스텔러,0.5769911504424778
세븐픽쳐스_넷플연가,0.5769911504424778
데일리샷_데일리샷,0.5769911504424778
퓨처커넥트_리브팜,0.5769911504424778
비엠스마일_페스룸,0.5759717314487632
인테리어티쳐_인테리어티쳐,0.5759717314487632
바잇미_바잇미,0.5759717314487632
어바웃펫_어바웃펫,0.5759717314487632
스파크펫_놀로스퀘어,0.5759717314487632
타이드스퀘어_투어비스,0.5759717314487632
솜씨당컴퍼니_솜씨당,0.5759717314487632
에이아이포펫_티티케어,0.5759717314487632
라이드플럭스,0.573943661971831
스트라드비젼_자율주행기능지원기술,0.573943661971831
서울로보틱스_서울로보틱스,0.573943661971831
안다르_안다르,0.5729349736379613
아드리엘_아드리엘,0.5719298245614035
인덴트코퍼레이션_브이리뷰,0.5719298245614035
피처링_피처링,0.5719298245614035
컨텍터스_둥지,0.5709281961471103
앤스페이스_스페이스클라우드,0.5709281961471103
젠테_젠테스토어,0.568935427574171
무신사_무신사,0.568935427574171
머스트잇_머스트잇,0.568935427574171
라포랩스_퀸잇,0.568935427574171
해녀의부엌_해녀의 부엌,0.568935427574171
에이블리코퍼레이션_에이블리,0.568935427574171
크레이빙콜렉터_콜렉티브,0.568935427574171
스테이폴리오_스테이폴리오,0.568935427574171
뉴넥스_브랜디,0.568935427574171
메디테라피_메디테라피,0.568935427574171
와이즐리컴퍼니_와이즐리,0.568935427574171
엘알에치알_패피스,0.568935427574171
비주얼_아몬드,0.568935427574171
발란_발란,0.568935427574171
트렌비_트렌비,0.568935427574171
테일러타운_댄블,0.568935427574171
크림_크림,0.568935427574171
스캐터랩_연애의과학,0.568935427574171
피스피스스튜디오_마르디메크르디,0.568935427574171
패러다임시프트_히로인스,0.5679442508710801
아토머스_마인드카페,0.5679442508710801
더커머스_원셀,0.5679442508710801
인티그레이션_메디스트림,0.5679442508710801
와디즈_와디즈,0.5659722222222222
누트컴퍼니_위버딩,0.5659722222222222
쿠팡_쿠팡,0.5659722222222222
중고나라_중고나라,0.5659722222222222
메이크스타_메이크스타,0.5659722222222222
마키나락스_MRX 솔루션,0.5659722222222222
베어로보틱스_서비,0.5659722222222222
퓨리오사에이아이_WARBOY,0.5659722222222222
딥브레인에이아이_스픽나우,0.5620689655172414
페르소나에이아이_봇톡스,0.5620689655172414
튜닙,0.5620689655172414
원프레딕트_원프레딕트,0.5620689655172414
모레,0.5620689655172414
클로봇,0.5620689655172414
어스얼라이언스_탄탄셀렉트(차이나탄),0.5611015490533563
탈잉_탈잉,0.5611015490533563
센드버드코리아_센드버드,0.5611015490533563
데이원컴퍼니_패스트캠퍼스,0.5611015490533563
아파트너_아파트너,0.5591766723842195
타인에이아이_오르락,0.5591766723842195
누비랩,0.5563139931740614
위버케어_메디패스,0.555366269165247
온더룩_온더룩,0.555366269165247
브레이브모바일_숨고,0.5544217687074829
크몽_크몽,0.5544217687074829
파이온코퍼레이션_브이캣,0.5544217687074829
미리디_미리캔버스,0.5544217687074829
코멘토_코멘토,0.5544217687074829
비바리퍼블리카_토스,0.5460636515912898
메라키플레이스_나만의닥터,0.5460636515912898
카카오뱅크_카카오뱅크,0.5460636515912898
구름_구름EDU,0.5460636515912898
엔젤스윙_엔젤스윙,0.5451505016722408
레몬트리_퍼핀,0.5442404006677797
프렌즈큐브_소모임,0.5433333333333333
먼치팩토리_아워플레이스,0.5433333333333333
노머스_원더월,0.5433333333333333
모드하우스_모드하우스,0.5433333333333333
아임웹_아임웹,0.5433333333333333
레진엔터테인먼트_레진코믹스,0.5433333333333333
리브애니웨어_리브애니웨어,0.5433333333333333
리디_리디,0.5433333333333333
하이브,0.5433333333333333
천명앤컴퍼니_천명,0.5433333333333333
탑코_탑툰,0.5433333333333333
스페이스오디티_케이팝레이더,0.5433333333333333
키노라이츠_키노라이츠,0.5433333333333333
타임앤코_롱블랙,0.5433333333333333
밀리의서재_밀리의서재,0.5433333333333333
피클플러스_피클플러스,0.5433333333333333
포스타입_포스타입,0.5433333333333333
플렉스_플렉스,0.5424292845257903
마드라체크_플로우,0.5424292845257903
더자람컴퍼니_그로우앤베터,0.5424292845257903
라라잡_동네알바,0.5424292845257903
스팬딧,0.5424292845257903
레몬베이스_레몬베이스,0.5424292845257903
마이플레이컴퍼니_플랫풋볼,0.5379537953795379
맘편한세상_맘시터,0.5379537953795379
제제미미_쑥쑥찰칵,0.5379537953795379
루먼랩_굿비기닝,0.5370675453047776
휴먼스케이프_마미톡,0.5370675453047776
테크타카_아르고,0.5370675453047776
버핏서울_버핏그라운드,0.5361842105263158
패스트레인_여신티켓,0.5361842105263158
핏펫_핏펫,0.5361842105263158
홀릭스팩토리_홀릭스,0.5344262295081967
니어스랩,0.5344262295081967
드림에이스,0.5344262295081967
화이트큐브_챌린저스,0.5344262295081967
띵스플로우_헬로우봇,0.5344262295081967
하이퍼커넥트_아자르,0.5344262295081967
큐피스트_글램,0.5344262295081967
문토_문토,0.5344262295081967
테크랩스_점신,0.5344262295081967
프렌트립_프립,0.5344262295081967
트레바리_트레바리,0.5344262295081967
엔라이즈_위피,0.5344262295081967
오피지지_OP.GG,0.5344262295081967
커피챗_커피챗,0.5344262295081967
룰루메딕_룰루메딕,0.5326797385620915
케어네이션_케어네이션,0.5326797385620915
한국시니어연구소_한국시니어연구소,0.5326797385620915
글라우드_저스트스캔,0.5326797385620915
랜식_글루코핏,0.5326797385620915
힐링페이퍼_강남언니,0.5326797385620915
벙커키즈_마이쉽단,0.5326797385620915
솔닥_솔닥,0.5326797385620915
채널코퍼레이션_채널톡,0.5326797385620915
마인딩_마이루틴,0.5326797385620915
더슬립팩토리_파사,0.5326797385620915
바로팜_바로팜,0.5326797385620915
케어닥_케어닥,0.5326797385620915
비브로스_뚝닥,0.5326797385620915
굿닥_굿닥,0.5326797385620915
카카오헬스케어_파스타,0.5326797385620915
닥터나우_닥터나우,0.5326797385620915
두잇_두잇,0.5300813008130081
위펀_스낵24,0.5300813008130081
팀프레시_팀프레시,0.5300813008130081
아이쿠카_아이쿠카,0.5275080906148867
프렌들리에이아이_페리플로우,0.5241157556270096
노타_노타키보드,0.5241157556270096
와탭랩스,0.5241157556270096
모요_모요,0.5241157556270096
에이피알_메디큐브,0.5232744783306581
한국신용데이터_캐시노트,0.5232744783306581
뱅크샐러드_뱅크샐러드,0.5224358974358975
두나무_업비트,0.5224358974358975
쿼타랩_쿼타북,0.5224358974358975
한패스_한패스,0.5224358974358975
토스페이먼츠_토스비즈니스,0.5224358974358975
오픈플랜_토글,0.5224358974358975
센트비_센트비,0.5224358974358975
모인_모인,0.5224358974358975
웨이커_웨이커,0.5224358974358975
토스뱅크_토스뱅크,0.5224358974358975
트래블월렛_트래블월렛,0.5224358974358975
르보아르테_롸버트치킨,0.5216
페이타랩_패스오더,0.5216
다비오_다비오맵,0.5216
와드_캐치테이블,0.5216
지에프에프치_노티드,0.5216
위허들링_위잇딜라이트,0.5216
콜버스랩_자리톡,0.5216
엔씽,0.5216
드라마앤컴퍼니_리멤버,0.5207667731629393
엘박스_엘박스,0.5207667731629393
그로비교육_슈퍼브이,0.5207667731629393
하이어다이버시티_하이어다이버시티,0.5207667731629393
이팝소프트_말해보카,0.5207667731629393
비즈니스캔버스_타입드,0.5207667731629393
링글잉글리시에듀케이션서비스_링글,0.5207667731629393
자란다_자란다부모님용,0.5207667731629393
코드잇_코드잇,0.5207667731629393
샤플앤컴퍼니_샤플,0.5207667731629393
비즈플레이_비즈플레이,0.5207667731629393
클라썸_클라썸,0.5207667731629393
오누이_설탭,0.5207667731629393
오케스트로_심포니 인공지능,0.5207667731629393
올거나이즈코리아_엘리,0.5207667731629393
아이헤이트플라잉버그스_밀당PT,0.5207667731629393
원티드랩_원티드,0.5207667731629393
스펙터_스펙터,0.5207667731629393
팀스파르타_스파르타코딩클럽,0.5207667731629393
지엔터프라이즈_비즈넵,0.5207667731629393
모노리스_9.81파크,0.5150078988941548
어반베이스_어반베이스,0.5133858267716536
워시스왓_세탁특공대,0.5133858267716536
의식주컴퍼니_런드리고,0.5133858267716536
고퀄_헤이홈,0.5133858267716536
생활연구소_청소연구소,0.5133858267716536
스마트푸드네트웍스_차별화상회,0.5125786163522013
세컨신드롬_미니창고다락,0.5125786163522013
부릉_부릉프렌즈,0.5125786163522013
버즈빌_버즈빌,0.5125786163522013
센디_센디,0.5125786163522013
애즈위메이크_큐마켓,0.5125786163522013
몰로코_몰로코,0.5125786163522013
에이비일팔공,0.5125786163522013
더스윙_스윙,0.5117739403453689
포티투닷_탭,0.5117739403453689
패스트파이브_패스트파이브,0.5117739403453689
스칼라데이터_모두의충전,0.5117739403453689
쉐어잇_쉐어잇,0.5117739403453689
스페이스브이_삼삼엠투,0.5117739403453689
지바이크_지쿠,0.5117739403453689
직방_직방,0.5117739403453689
밸류맵_밸류맵,0.5117739403453689
티맵모빌리티_티맵,0.5117739403453689
마카롱팩토리_마이클,0.5117739403453689
여기어때_여기어떄,0.509375
트립비토즈_트립비토즈,0.509375
크리에이트립_크리에이트립,0.509375
김캐디_김캐디,0.509375
야놀자_야놀자,0.509375
와그_와그,0.509375
뉴빌리티_뉴비,0.5062111801242236
백퍼센트_충전돼지,0.5062111801242236
인터콘시스템스_,0.5062111801242236
놀이의발견_놀이의발견,0.5054263565891473
스마트스코어_스마트스코어,0.5038639876352395
고이장례연구소_고이,0.500768049155146
