Node,Closeness
마인이스_차란,1.0
드림어스컴퍼니_FLO,0.6820083682008368
와이어드컴퍼니_케미,0.6506986027944112
인플루디오_포카마켓,0.6468253968253969
카카오스타일_지그재그,0.6442687747035574
룩코_에이클로젯,0.6442687747035574
닥터다이어리_닥터다이어리,0.6429980276134122
테사_테사,0.6417322834645669
인프랩_인프런,0.6317829457364341
브레인커머스_잡플래닛,0.6257197696737045
보이저엑스_브루,0.6245210727969349
비프로컴퍼니_비프로11,0.6245210727969349
쿠캣_쿠캣,0.6233269598470363
패스트뷰_뷰어스,0.6209523809523809
그레이드헬스체인_로그,0.618595825426945
플랭_플랭,0.6174242424242424
퀄슨_리얼클래스,0.6174242424242424
뤼튼테크놀로지스_뤼튼,0.6174242424242424
어웨이크코퍼레이션_초원인,0.6139359698681732
버킷플레이스_오늘의집,0.6139359698681732
라프텔_라프텔,0.6104868913857678
어댑트_푸드올로지,0.6104868913857678
그립컴퍼니_그립,0.6104868913857678
마플코퍼레이션_마플샵,0.6104868913857678
비마이프렌즈_비스테이지,0.6104868913857678
작당모의_잼페이스,0.6082089552238806
빌리지베이비_베이비빌리,0.6082089552238806
오니스트_오니스트,0.6059479553903345
스카이랩스_스카이랩스,0.6037037037037037
티오더,0.6037037037037037
번개장터_번개장터,0.6037037037037037
킥더허들_피토틱스,0.6037037037037037
트웰브랩스_마렝고,0.6025878003696857
블래스트,0.6025878003696857
패러닷_캐럿,0.6025878003696857
수퍼톤_고요,0.6025878003696857
왓챠_왓챠,0.6025878003696857
아들러_아들러,0.6025878003696857
네오사피엔스_타입캐스트,0.6025878003696857
에이젠글로벌_에이젠글로벌,0.6014760147601476
에아아이트릭스,0.5959780621572212
퍼블리_퍼블리,0.5959780621572212
필라이즈_필라이즈,0.5959780621572212
카카오브이엑스_카카오골프예약,0.5959780621572212
비바이노베이션_착한의사,0.5959780621572212
뉴로핏,0.5959780621572212
루닛_루닛 인사이트 CXR,0.5959780621572212
가제트코리아_유심사,0.5948905109489051
마크비전코리아,0.5948905109489051
스켈터랩스_스켈터랩스,0.5927272727272728
코리아포트원_포트원,0.5927272727272728
엑스와이지,0.5927272727272728
넛지헬스케어_캐시워크,0.5916515426497277
데이터노우즈_리치고,0.5916515426497277
루센트블록_소유,0.5916515426497277
백패커_아이디어스(idus),0.5873873873873874
우아한형제들_배달의민족,0.585278276481149
트릿지_트릿지,0.585278276481149
마이프랜차이즈_마이프차,0.585278276481149
컬리_컬리,0.585278276481149
로앤컴퍼니_로톡,0.585278276481149
아키드로우_아키스케치,0.5842293906810035
한국공간데이터_클리니어,0.5842293906810035
자비스앤빌런즈_삼쩜삼,0.5831842576028623
스타일봇_스타일봇,0.5831842576028623
콕스웨이브_얼라인AI,0.5821428571428572
셀렉트스타_캐시미션,0.5821428571428572
아우름플래닛_라이너,0.5821428571428572
시제_모노리스,0.5821428571428572
슈퍼브에이아이_슈퍼브에이아이,0.5821428571428572
코드박스_ZUZU,0.5821428571428572
허그램_티그램,0.5821428571428572
핀다_핀다,0.5821428571428572
업스테이지_아숙업,0.5821428571428572
딜리셔스_신상마켓,0.5800711743772242
쏘카_쏘카,0.5800711743772242
브랜드엑스코퍼레이션_젝시믹스,0.5800711743772242
