Node,Clustering
엘박스_엘박스,1.0
와디즈_와디즈,1.0
이팝소프트_말해보카,1.0
지에프에프치_노티드,1.0
모요_모요,1.0
클라썸_클라썸,1.0
쿠팡_쿠팡,1.0
탑코_탑툰,1.0
워시스왓_세탁특공대,1.0
코드잇_코드잇,1.0
김캐디_김캐디,1.0
그로비교육_슈퍼브이,1.0
스마트스코어_스마트스코어,1.0
비즈플레이_비즈플레이,1.0
의식주컴퍼니_런드리고,1.0
솔닥_솔닥,1.0
크리에이트립_크리에이트립,1.0
엔씽,1.0
힐링페이퍼_강남언니,1.0
먼치팩토리_아워플레이스,1.0
리디_리디,1.0
화이트큐브_챌린저스,1.0
아임웹_아임웹,1.0
하이어다이버시티_하이어다이버시티,1.0
페이타랩_패스오더,1.0
와탭랩스,1.0
백퍼센트_충전돼지,1.0
더커머스_원셀,0.9527139527139528
크레이빙콜렉터_콜렉티브,0.9500162284972412
무신사_무신사,0.9500162284972412
머스트잇_머스트잇,0.9500162284972412
해녀의부엌_해녀의 부엌,0.9500162284972412
에이블리코퍼레이션_에이블리,0.9500162284972412
라포랩스_퀸잇,0.9500162284972412
피스피스스튜디오_마르디메크르디,0.9500162284972412
트렌비_트렌비,0.9500162284972412
발란_발란,0.9500162284972412
크림_크림,0.9500162284972412
젠테_젠테스토어,0.9500162284972412
엘알에치알_패피스,0.9500162284972412
테일러타운_댄블,0.9500162284972412
스테이폴리오_스테이폴리오,0.9500162284972412
비주얼_아몬드,0.9500162284972412
뉴넥스_브랜디,0.9500162284972412
메디테라피_메디테라피,0.9409282700421941
와이즐리컴퍼니_와이즐리,0.9409282700421941
한국신용데이터_캐시노트,0.9408866995073891
퓨리오사에이아이_WARBOY,0.9049122807017543
베어로보틱스_서비,0.9049122807017543
마키나락스_MRX 솔루션,0.9049122807017543
에이피알_메디큐브,0.8793103448275862
안다르_안다르,0.8683514545988833
제제미미_쑥쑥찰칵,0.8579710144927536
맘편한세상_맘시터,0.8579710144927536
마이플레이컴퍼니_플랫풋볼,0.8570048309178744
패스트레인_여신티켓,0.8562367864693446
버핏서울_버핏그라운드,0.8509513742071881
데일리샷_데일리샷,0.8273188986901898
윙잇_윙잇,0.8273188986901898
퓨처커넥트_리브팜,0.8273188986901898
프레시지_프레시지,0.8273188986901898
제주맥주_제주맥주,0.8273188986901898
이그니스_에잇템,0.8273188986901898
라포테이블_팔도감,0.8273188986901898
정육각_정육각,0.8273188986901898
오아시스_오아시스마켓,0.8273188986901898
캐비지_어글리어스,0.8273188986901898
루먼랩_굿비기닝,0.8242424242424242
휴먼스케이프_마미톡,0.8242424242424242
앤스페이스_스페이스클라우드,0.8237654320987654
컨텍터스_둥지,0.8237654320987654
아드리엘_아드리엘,0.8232460102378801
인덴트코퍼레이션_브이리뷰,0.8232460102378801
피처링_피처링,0.8232460102378801
어바웃펫_어바웃펫,0.8164158686730506
비엠스마일_페스룸,0.8164158686730506
스파크펫_놀로스퀘어,0.8164158686730506
인테리어티쳐_인테리어티쳐,0.8164158686730506
바잇미_바잇미,0.8164158686730506
마켓보로_식봄,0.8043303929430633
솜씨당컴퍼니_솜씨당,0.8021887824897401
타이드스퀘어_투어비스,0.8021887824897401
브랜드엑스코퍼레이션_젝시믹스,0.7922596754057428
데이터라이즈_데이터라이즈,0.7884012539184952
스트라드비젼_자율주행기능지원기술,0.7773952954675847
라이드플럭스,0.7773952954675847
서울로보틱스_서울로보틱스,0.7773952954675847
딜리셔스_신상마켓,0.7707865168539326
파이온코퍼레이션_브이캣,0.7698412698412699
미리디_미리캔버스,0.7698412698412699
에이아이포펫_티티케어,0.7485636114911081
매스프레소_콴다,0.7446373850868233
제로엑스플로우_원아워,0.7446373850868233
코드스테이츠_코드스테이츠,0.7446373850868233
뤼이드_산타,0.7446373850868233
튜링_수학대왕,0.7446373850868233
프리윌린_매쓰플랫,0.7446373850868233
쏘카_쏘카,0.7423220973782771
파스토_파스토,0.727078321304464
두잇_두잇,0.7267267267267268
위펀_스낵24,0.7267267267267268
팀프레시_팀프레시,0.7267267267267268
아이쿠카_아이쿠카,0.7237076648841355
콕스웨이브_얼라인AI,0.7219302436693741
슈퍼브에이아이_슈퍼브에이아이,0.7219302436693741
셀렉트스타_캐시미션,0.7219302436693741
업스테이지_아숙업,0.7219302436693741
시제_모노리스,0.7219302436693741
아우름플래닛_라이너,0.7219302436693741
컬리_컬리,0.716461366181411
우아한형제들_배달의민족,0.716461366181411
트릿지_트릿지,0.716461366181411
모아이스_골프픽스,0.7134456027800054
프렌즈큐브_소모임,0.7104072398190046
리브애니웨어_리브애니웨어,0.7104072398190046
코드박스_ZUZU,0.7068800764452938
허그램_티그램,0.7068800764452938
핀다_핀다,0.7068800764452938
백패커_아이디어스(idus),0.6941580756013745
자비스앤빌런즈_삼쩜삼,0.6935483870967742
어스얼라이언스_탄탄셀렉트(차이나탄),0.6877263581488934
탈잉_탈잉,0.6877263581488934
데이원컴퍼니_패스트캠퍼스,0.6877263581488934
스타일봇_스타일봇,0.6718092566619915
마이프랜차이즈_마이프차,0.6640537513997761
로앤컴퍼니_로톡,0.6640537513997761
니어스랩,0.6608594657375145
드림에이스,0.6608594657375145
한국공간데이터_클리니어,0.6495081217112789
아키드로우_아키스케치,0.6495081217112789
블래스트,0.6448812448812449
네오사피엔스_타입캐스트,0.6448812448812449
패러닷_캐럿,0.6448812448812449
왓챠_왓챠,0.6448812448812449
트웰브랩스_마렝고,0.6448812448812449
수퍼톤_고요,0.6448812448812449
콜버스랩_자리톡,0.6410256410256411
다비오_다비오맵,0.6410256410256411
코리아포트원_포트원,0.6379343816734615
마크비전코리아,0.6312546676624347
가제트코리아_유심사,0.6312546676624347
메라키플레이스_나만의닥터,0.6282828282828283
스켈터랩스_스켈터랩스,0.6251213356629781
에아아이트릭스,0.621978021978022
루닛_루닛 인사이트 CXR,0.621978021978022
비바이노베이션_착한의사,0.621978021978022
필라이즈_필라이즈,0.621978021978022
뉴로핏,0.621978021978022
카카오브이엑스_카카오골프예약,0.621978021978022
마드라체크_플로우,0.6188235294117647
레몬베이스_레몬베이스,0.6188235294117647
라라잡_동네알바,0.6188235294117647
스팬딧,0.6188235294117647
플렉스_플렉스,0.6188235294117647
번개장터_번개장터,0.6135778635778636
어댑트_푸드올로지,0.6132116471099522
라프텔_라프텔,0.6132116471099522
비마이프렌즈_비스테이지,0.6132116471099522
그립컴퍼니_그립,0.6132116471099522
마플코퍼레이션_마플샵,0.6132116471099522
스캐터랩_연애의과학,0.6124634858812074
온더룩_온더룩,0.6120192307692308
데이터노우즈_리치고,0.6091089108910891
루센트블록_소유,0.6091089108910891
닷슬래시대시_닷슬래시대시,0.6083934776797648
팬딩_팬딩,0.6083934776797648
스푼라디오_스푼,0.6083934776797648
세븐픽쳐스_넷플연가,0.6083934776797648
운칠기삼_포스텔러,0.6083934776797648
채널코퍼레이션_채널톡,0.6038461538461538
작당모의_잼페이스,0.6017991004497751
스카이랩스_스카이랩스,0.599903474903475
킥더허들_피토틱스,0.599903474903475
브레이브모바일_숨고,0.5967261904761905
크몽_크몽,0.5967261904761905
코멘토_코멘토,0.5967261904761905
비바리퍼블리카_토스,0.5952861952861953
카카오뱅크_카카오뱅크,0.5952861952861953
아들러_아들러,0.5914823914823915
구름_구름EDU,0.5905723905723905
핏펫_핏펫,0.587737843551797
오니스트_오니스트,0.5871759043626766
엑스와이지,0.5868763346922927
테크타카_아르고,0.5808080808080808
블루시그넘_하루콩,0.5783963227783453
로쉬코리아_오뉴,0.5783963227783453
빌리지베이비_베이비빌리,0.5770614692653673
모노리스_9.81파크,0.5730994152046783
레몬트리_퍼핀,0.5725689404934688
인티그레이션_메디스트림,0.5677655677655677
패러다임시프트_히로인스,0.5677655677655677
아토머스_마인드카페,0.5677655677655677
에이젠글로벌_에이젠글로벌,0.5666388657214345
누비랩,0.5645687645687646
센드버드코리아_센드버드,0.5573440643863179
퀄슨_리얼클래스,0.5544190925780226
플랭_플랭,0.5544190925780226
뤼튼테크놀로지스_뤼튼,0.5544190925780226
타인에이아이_오르락,0.5528559249786871
패스트뷰_뷰어스,0.5526809148856393
위버케어_메디패스,0.551923076923077
티오더,0.5497104247104247
쿠캣_쿠캣,0.5442102713178295
버킷플레이스_오늘의집,0.5435261707988981
룩코_에이클로젯,0.5428436466698158
카카오스타일_지그재그,0.5428436466698158
더자람컴퍼니_그로우앤베터,0.5419607843137255
어웨이크코퍼레이션_초원인,0.5294765840220386
엔젤스윙_엔젤스윙,0.5269042627533194
보이저엑스_브루,0.5262969588550984
비프로컴퍼니_비프로11,0.5262969588550984
와이어드컴퍼니_케미,0.5164679911699779
넛지헬스케어_캐시워크,0.5051485148514852
아파트너_아파트너,0.4940323955669224
그레이드헬스체인_로그,0.49238709677419357
퍼블리_퍼블리,0.48736263736263735
인플루디오_포카마켓,0.47278911564625853
브레인커머스_잡플래닛,0.4719906048150323
인프랩_인프런,0.46830065359477124
테사_테사,0.46503496503496505
드림어스컴퍼니_FLO,0.4601023187828051
닥터다이어리_닥터다이어리,0.4514367816091954
마인이스_차란,0.1960169891458235
고이장례연구소_고이,0.0
