Node,Degree
마인이스_차란,1.0
드림어스컴퍼니_FLO,0.5337423312883436
와이어드컴퍼니_케미,0.46319018404907975
인플루디오_포카마켓,0.4539877300613497
카카오스타일_지그재그,0.44785276073619634
룩코_에이클로젯,0.44785276073619634
닥터다이어리_닥터다이어리,0.4447852760736196
테사_테사,0.44171779141104295
인프랩_인프런,0.4171779141104295
브레인커머스_잡플래닛,0.401840490797546
보이저엑스_브루,0.39877300613496935
비프로컴퍼니_비프로11,0.39877300613496935
쿠캣_쿠캣,0.39570552147239263
패스트뷰_뷰어스,0.3895705521472393
그레이드헬스체인_로그,0.3834355828220859
플랭_플랭,0.3803680981595092
퀄슨_리얼클래스,0.3803680981595092
뤼튼테크놀로지스_뤼튼,0.3803680981595092
어웨이크코퍼레이션_초원인,0.37116564417177916
버킷플레이스_오늘의집,0.37116564417177916
라프텔_라프텔,0.3619631901840491
어댑트_푸드올로지,0.3619631901840491
그립컴퍼니_그립,0.3619631901840491
마플코퍼레이션_마플샵,0.3619631901840491
비마이프렌즈_비스테이지,0.3619631901840491
작당모의_잼페이스,0.3558282208588957
빌리지베이비_베이비빌리,0.3558282208588957
오니스트_오니스트,0.34969325153374237
스카이랩스_스카이랩스,0.34355828220858897
티오더,0.34355828220858897
번개장터_번개장터,0.34355828220858897
킥더허들_피토틱스,0.34355828220858897
트웰브랩스_마렝고,0.3404907975460123
블래스트,0.3404907975460123
패러닷_캐럿,0.3404907975460123
수퍼톤_고요,0.3404907975460123
왓챠_왓챠,0.3404907975460123
아들러_아들러,0.3404907975460123
네오사피엔스_타입캐스트,0.3404907975460123
에이젠글로벌_에이젠글로벌,0.3374233128834356
에아아이트릭스,0.3220858895705522
퍼블리_퍼블리,0.3220858895705522
필라이즈_필라이즈,0.3220858895705522
카카오브이엑스_카카오골프예약,0.3220858895705522
비바이노베이션_착한의사,0.3220858895705522
뉴로핏,0.3220858895705522
루닛_루닛 인사이트 CXR,0.3220858895705522
가제트코리아_유심사,0.31901840490797545
마크비전코리아,0.31901840490797545
스켈터랩스_스켈터랩스,0.3128834355828221
코리아포트원_포트원,0.3128834355828221
엑스와이지,0.3128834355828221
넛지헬스케어_캐시워크,0.3098159509202454
데이터노우즈_리치고,0.3098159509202454
루센트블록_소유,0.3098159509202454
백패커_아이디어스(idus),0.29754601226993865
우아한형제들_배달의민족,0.29141104294478526
트릿지_트릿지,0.29141104294478526
마이프랜차이즈_마이프차,0.29141104294478526
컬리_컬리,0.29141104294478526
로앤컴퍼니_로톡,0.29141104294478526
아키드로우_아키스케치,0.2883435582822086
한국공간데이터_클리니어,0.2883435582822086
자비스앤빌런즈_삼쩜삼,0.2852760736196319
스타일봇_스타일봇,0.2852760736196319
콕스웨이브_얼라인AI,0.2822085889570552
셀렉트스타_캐시미션,0.2822085889570552
아우름플래닛_라이너,0.2822085889570552
시제_모노리스,0.2822085889570552
슈퍼브에이아이_슈퍼브에이아이,0.2822085889570552
코드박스_ZUZU,0.2822085889570552
허그램_티그램,0.2822085889570552
핀다_핀다,0.2822085889570552
업스테이지_아숙업,0.2822085889570552
딜리셔스_신상마켓,0.27607361963190186
쏘카_쏘카,0.27607361963190186
브랜드엑스코퍼레이션_젝시믹스,0.27607361963190186
뤼이드_산타,0.2730061349693252
코드스테이츠_코드스테이츠,0.2730061349693252
블루시그넘_하루콩,0.2730061349693252
프리윌린_매쓰플랫,0.2730061349693252
튜링_수학대왕,0.2730061349693252
제로엑스플로우_원아워,0.2730061349693252
로쉬코리아_오뉴,0.2730061349693252
매스프레소_콴다,0.2730061349693252
데이터라이즈_데이터라이즈,0.26993865030674846
정육각_정육각,0.2668711656441718
마켓보로_식봄,0.2668711656441718
제주맥주_제주맥주,0.2668711656441718
프레시지_프레시지,0.2668711656441718
캐비지_어글리어스,0.2668711656441718
닷슬래시대시_닷슬래시대시,0.2668711656441718
파스토_파스토,0.2668711656441718
스푼라디오_스푼,0.2668711656441718
라포테이블_팔도감,0.2668711656441718
팬딩_팬딩,0.2668711656441718
오아시스_오아시스마켓,0.2668711656441718
윙잇_윙잇,0.2668711656441718
